free_text,label_id,clean_text
Haha..chửi để cứu nhân độ thế..cưng ghê!! Dân miền tây nói chuyện chân thật ...❤❤❤,0,haha .. chửi để cứu nhân_độ thế .. cưng ghê ! !_dân miền tây nói_chuyện chân_thật ...
TÌM MÃI :V,0,tìm mãi
An tâm vài nam nữa bị đuổi cho coi,0,an_tâm vài nam nữa bị đuổi cho coi
"Tự nhiên muốn về ôm mẹ rồi bảo \""Con vẫn nhỏ bé mẹ nhỉ?\""",0,"tự_nhiên muốn về ôm mẹ rồi bảo_\ "" con vẫn nhỏ_bé mẹ nhỉ ?_\ """
Nguyễn Đình Quyết k biết cmt hoài có.đứa thấy t lên fan có.đứa l,0,nguyễn_đình_quyết k biết cmt hoài có . đứa thấy t lên fan có . đứa l
Thằng này ko dc,1,thằng này ko dc
Min Trần Xuân Nhím mua đồ tết làm gì ? :)),0,min trần xuân nhím mua đồ tết làm_gì ?
vã mèo tôm lắm r mà ông pô k cho xem =))))),0,vã mèo tôm lắm r mà ông pô k cho xem
nhím thì bỏ qua đi A,0,nhím thì bỏ_qua đi a
Thích Bị Hôn trang điểm thì quá đậm. Nhìn nữ tính tđn ấy,0,thích bị hôn_trang_điểm thì quá đậm . nhìn nữ tính tđn ấy
Sống chậm nhé ae :)),0,sống chậm nhé anh em
Nguyễn Tiến Đạt hình như bạn tôi fan đội này :>,0,nguyễn_tiến_đạt hình_như bạn tôi fan đội này : >
VN cố lên,0,việt nam cố lên
Cái kiểu gì v Nguyễn Thanh Cường,0,cái kiểu gì v nguyễn_thanh_cường
Định hợp tác sản xuất âm nhạc hay gì v Thầy 😂,0,định hợp_tác sản_xuất âm_nhạc hay gì v thầy
"Những thằng đàn ông có vợ còn đi thả thính và những con đàn bà trơ trẽn thông dâm với chồng người khác thì rồi cũng không có được cái kết tốt đẹp đâu. Gieo nhân nào ắt gặp quả đấy, sinh con đẻ cái có khi còn không có lỗ đít để đi ị í :))))",2,"những thằng đàn_ông có vợ còn đi thả_thính và những con đàn_bà trơ trẽn thông_dâm với chồng người khác thì rồi cũng không có được cái kết tốt_đẹp đâu . gieo_nhân nào ắt gặp quả đấy , sinh_con_đẻ_cái có_khi còn không có lỗ_đít để đi ị í"
giọng cười phu thuê 😂,0,giọng cười_phu thuê
Cờ kia là đại diện cho hội nào vay ?,0,cờ kia là đại_diện cho hội nào vay ?
Trước khi làm gì cũng nên lắp não vào rồi làm gì thì làm chứ. Để não thành hoá thạch à,1,trước khi làm gì cũng_nên lắp não vào rồi làm_gì thì làm chứ . để não thành hóa_thạch à
"bài này phải tạo điểm nhấn , drop hay , có khúc feel , chứ cảm giác nhạc cứ đều đều nghe nhàm lắm",0,"bài này phải tạo điểm nhấn , drop hay , có khúc feel , chứ cảm_giác nhạc cứ đều_đều nghe nhàm lắm"
Minh Toàn,0,minh toàn
Kênh tấu hài của B52 😁😁😁,0,kênh tấu_hài của b52
Đấy ý thức của con người VN...!!!,0,đấy ý_thức của con_người việt nam ... ! ! !
3 que duy nhất ko bị ghét,0,3 que duy_nhất ko bị ghét
"Tưởng sao, chắc lại sĩ diện đây mà. Vào quán thấy 200k là cũng run rồi nhưng nghĩ mình là khách du lịch, đi vào ko ăn mà đi ra bọn nó cười cho, đang dịp tết nữa. Thế là bấm bụng mua, mua xong về ngồi tiếc ko chịu nổi nên đi tìm mấy lều báo =)))))",0,"tưởng sao , chắc lại_sĩ diện đây mà . vào quán thấy 200 k là cũng run rồi nhưng nghĩ mình là khách du_lịch , đi vào ko ăn mà đi ra bọn nó cười cho , đang dịp tết nữa . thế_là bấm_bụng mua , mua xong về ngồi tiếc_ko chịu nổi nên đi tìm mấy lều báo"
thể loại âm nhạc mới đó ông :)),0,thể_loại âm_nhạc mới đó ông
Lại phải nghỉ học:((,0,lại phải nghỉ học
Co ba oi con rat men mo co ba.0333860751,0,co ba oi con rat men_mo co ba . 0333860751
Năm ngoái nơi tớ ở cũng có gd mua nhần con so này.Người mẹ nấu canh cho 2 đứa con ăn sau ngộ độc mất cả 2. Cái anh bán con này cho người ta cũng bị bắt đi rồi.,0,năm_ngoái nơi tớ ở cũng có giáo dục mua nhần con so này . người mẹ nấu canh cho 2 đứa con ăn sau ngộ_độc mất cả 2 . cái anh bán con này cho người ta cũng bị bắt đi rồi .
Thế tình hình bình quân 5s anh tôi bị giật một phát à ?,0,thế tình_hình bình_quân 5 s anh tôi bị giật một phát à ?
Dùng cái này có hết hôi nách k thầy,0,dùng cái này có hết hôi_nách k thầy
game dễ,0,game dễ
Blue nó cũng bt chọn thằng nào hay để trao cho :)),0,blue nó cũng biết chọn thằng nào hay để trao cho
Chi chui cho no biec do khung do,1,chi chui cho no biec do khung do
Thế là toang rùi,0,thế là toang rùi
Phạm Minh Tuấn cày vew nhiều quá mà. Nghe 1 lần là bt như nào r,0,phạm_minh_tuấn cày_vew nhiều quá mà . nghe 1 lần là biết như nào r
Nhung nó còn vậy thế giới chưa phẫn nộ thì thôi còn đăng khịa nhật ?,0,nhung nó còn vậy thế_giới chưa phẫn_nộ thì thôi còn đăng khịa_nhật ?
Chị ba vàng ngọc,0,chị ba vàng ngọc
Con điên có gan nói mà ko có gan mở cmt cho người ta. Bình luận,2,con điên có gan nói mà ko có gan mở cmt cho người ta . bình_luận
hài hài chửi nghe hay.,0,hài hài_chửi nghe hay .
Anh em với tập cận bình bảo anh dạy cách chống tham nhũng rất rễ làm và có dám làm không,0,anh_em với tập_cận bình bảo anh dạy cách chống tham_nhũng rất rễ làm và có dám làm không
"Trăm mấy chục thì nó không có nhiều, Con bò rụng cộng lông cay me rụng lá.😚",0,"trăm mấy chục thì nó không có nhiều , con bò rụng cộng lông cay me rụng lá ."
Em đẹp. Nói chuyện rất hay .chửi hay nhất thế giới,0,em đẹp . nói_chuyện rất hay . chửi hay nhất thế_giới
hư cấu quá,0,hư cấu quá
Thầy Khổ Lắm,0,thầy khổ lắm
ủng hộ abe ủng hộ abe,0,ủng_hộ abe ủng_hộ abe
Đã xem,0,đã xem
Nhìn mặt pố m giống đang đùa ko :)),0,nhìn mặt pố m giống đang đùa ko
Vậy còn mấy e nv ở Đà Nẵng mà tiếp xúc vs khách nc ngoài nhiễm chưa thấy thông tin j,0,vậy còn mấy e_nv ở đà_nẵng mà tiếp_xúc vs khách nước ngoài nhiễm chưa thấy thông_tin j
Chỉ nhìn mặt ổng không cần nói đã thấy hài rồi,0,chỉ nhìn mặt ổng không cần nói đã thấy hài rồi
#ERROR!,0,!
Cực kì thuyết phục ☺,0,cực_kì thuyết_phục
Bích Phương thấy cmt bảo e Tăng Thanh Hà,0,bích_phương thấy cmt bảo e tăng thanh_hà
chi dep qua chi o,0,chi dep qua chi o
Vẫn có ý định thâu tóm 🤣,0,vẫn có ý_định thâu_tóm
Dương Hoa Hồng,0,dương hoa_hồng
Idol của tui dễ cưng quá!!!,0,idol của tui dễ cưng quá ! ! !
Minh Ang toang luôn. Thấy bảo đề xuất với UEFA chuyển Euro sang 2021 tổ chức,0,minh ang toang luôn . thấy bảo đề_xuất với uefa chuyển euro sang 2021 tổ_chức
Cho con 1 tỉ đi cô,0,cho con 1 tỉ đi cô
Hỏi thui mừ :( =))),0,hỏi thui mừ
Em thấy cũng ổn mà nhỉ 🙄,0,em thấy cũng ổn mà nhỉ
Cực kì thuyết phục!!!!,0,cực_kì thuyết_phục ! ! ! !
A trọc chơi ác lão già.,0,a trọc chơi ác_lão già .
anh tik nói quá đúng luôn,0,anh tik nói quá đúng luôn
Đấy thấy chưa ko có thông báo mà tự giác là rất tuyệt vời del phải như ai kia làm cả thủ đô ăn mì,2,đấy thấy chưa ko có thông_báo mà tự_giác là rất tuyệt_vời del phải như ai kia làm cả thủ_đô ăn mì
Nể nhất mấy thằng đéo biết lại bảo ghép ! 🙂,0,nể nhất mấy thằng đéo biết lại bảo_ghép !
Nghĩa Nguyễn dễ toang lắm,0,nghĩa nguyễn_dễ toang lắm
nhìn giông cẩm ly mọi người nhỉ,0,nhìn giông cẩm_ly mọi người nhỉ
Huyền Khánh Phùng hệt nhau😆,0,huyền_khánh phùng_hệt nhau
"đỉnh nhất vẫn là \""chiếc khăn gió ấm\""",0,"đỉnh nhất vẫn là \ "" chiếc khăn gió ấm \ """
Cho em lên fan cứng cái anh êy😘😘,0,cho em lên fan cứng cái anh êy
Đất nước tao đáng sống nha,0,đất_nước tao đáng sống nha
phải thầy k ta,0,phải thầy k ta
Lên thời sự nè ae êyyy,0,lên thời_sự nè anh em êy
"1,1 tr like 6tr view",0,"1,1 tr like 6 tr view"
Sao chi noi tieng de thuong qua chi oi.nam nay chi bao nhieu tuoi roi chi .dep gai qua chi oi,0,sao chi noi tieng de thuong qua chi oi.nam nay chi bao nhieu tuoi roi chi . dep gai qua chi oi
BKDN cũng y như vậy. Nhưng mà kiến nghị lên thì thay thôi,0,bkdn cũng y như_vậy . nhưng_mà kiến_nghị lên thì thay thôi
Vũ Thanh Huyền không đồng tình với ý kiến có tiền là phải đi từ thiện 🙂 người ta làm quần quật kiếm tiền để phục vụ cho bản thân chứ không phải phục vụ cho mọi người 🙂,0,vũ_thanh_huyền không đồng_tình với ý_kiến có tiền là phải đi từ_thiện người ta làm quần_quật kiếm tiền để phục_vụ cho bản_thân chứ không phải phục_vụ cho mọi người
triệu like cho cô Minh Hiếu. cô nói câu nào cũng vui hết.xem mà cười từ đầu đến cuối clip,0,triệu like cho cô minh_hiếu . cô nói câu nào cũng vui hết . xem mà cười từ đầu đến cuối clip
Dạo này dịch căng đét,0,dạo này dịch căng đét
Trung ám ảnh,0,trung_ám_ảnh
Cô ba vàng ngọc nghe mắt cười vc đồ thứ nước rửa cầu tiêu mà tưởng mình là sân siêu bột kết.Nói chuyện đéo biết nhục tí nào?Cô Ba Vàng Mã hahahaha,2,cô ba vàng ngọc_nghe mắt_cười vc_đồ thứ nước rửa cầu_tiêu mà tưởng mình là sân siêu bột kết . nói_chuyện đéo biết nhục tí nào ? cô ba vàng_mã hahahaha
Đức Thịnh 🙆🙆🙆😂😂😂,0,đức thịnh
"Cảm ơn thầy, yêu thầy",0,"cảm_ơn thầy , yêu thầy"
Chào mừng bạn đến việt nam. Xhcn do dân vì dân,0,chào_mừng bạn đến việt_nam . xhcn do dân vì dân
ad thâm vl ra haha,0,ad thâm_vl ra haha
Hoan ho bac TRAN DAN...nguoi viet phai yeu nuoc VIET...bat tay nhau xay dung mot dat nuoc hung cuong...,0,hoan_ho bac_tran dan ... nguoi viet phai yeu nuoc viet ... bat tay nhau xay_dung mot dat nuoc hung_cuong ...
Thấy idol lên tiếng là yên tâm rồi. Cả nước Mỹ tôi lo lắng cho mỗi mình ông. 😍😍😍,0,thấy idol lên_tiếng là yên_tâm rồi . cả nước mỹ tôi lo_lắng cho mỗi mình ông .
Trường Giang nói mới tỉnh ra bạn à. Chứ đâu ai ác như chị Nhung bạn nói chết bh mới là mấy người xung quanh kìa haha.,2,trường_giang nói mới tỉnh ra bạn à . chứ đâu ai ác như chị nhung bạn nói chết bao giờ mới là mấy người xung_quanh kìa haha .
Chứ còn mẹ gì nữa . . . Câu view trắng trợn,1,chứ còn mẹ gì nữa . . . câu view trắng_trợn
c ba rau xanh um,0,c ba rau xanh um
Mày chửi đi ad . Đúng nghề chửi đấy,1,mày chửi đi ad . đúng nghề chửi đấy
2 triệu nè. Con chưa cả gội 🤭,0,2 triệu nè . con chưa cả gội
Đức Thịnh a lại đang sợ ế đây này à 😂😂,0,đức thịnh_a lại đang sợ ế đây này à
Hom nay toi da gap mot con ac mong that kinh khung. No khien toi khong the ngu nua ...,0,hom nay toi da gap mot con ac mong that kinh_khung . no khien toi khong the ngu_nua ...
Nguyễn Thị Hương cùng suy nghĩ,0,nguyễn_thị_hương cùng suy_nghĩ
tuc.tiu,0,tuc.tiu
Bà mỷ lộc là ai vậy....hazzz đéo pít lun,0,bà mỷ_lộc là ai vậy .... haz đéo pít lun
Thầy nhờ anh quang cuốn hay sena đánh hộ vậy,0,thầy nhờ anh quang_cuốn hay sena đánh hộ vậy
thắm ơi tớ chửi nhay lắm 😎😎😎,0,thắm ơi_tớ chửi nhay lắm
"ủa, chúng tôi còn lớp nào đâu mà đến đúng giờ??? ủa ?? alo ?",0,"ủa , chúng_tôi còn lớp nào đâu mà đến đúng giờ ? ? ?_ủa ? ?_alo ?"
addf e vs cụ tổ ơi :v,0,addf e vs cụ tổ ơi
Để hình con chó con heo bình tùm bậy tùm bạ.:))) Chửi anti thốn vl,2,để hình con chó con heo bình_tùm bậy tùm_bạ . chửi anti_thốn vãi lồn
Tưởng Thắm Taylor. Mọc đâu ra cái tên Việt Nam vl thế :)),0,tưởng thắm_taylor . mọc đâu ra cái tên việt_nam vãi lồn thế
ai mua đâu mà sale :v,0,ai mua đâu mà sale
"Sang đó ráng nói tiếng Anh cho chuẩn nha thầy, đừng như ai đó 😞😔",0,"sang đó ráng nói tiếng anh cho chuẩn nha thầy , đừng như ai đó"
Lê Đinh Cường - ko lẽ trên đời này có 1 chiếc anh 2 ?,0,lê đinh_cường - ko_lẽ trên đời này có 1 chiếc anh 2 ?
Ông này vẫn biết điều suốt ngày ở tỏng nhà ko ra ngoài ko sợ virus ok đấy,0,ông này vẫn biết_điều suốt ngày ở tỏng nhà ko ra ngoài ko sợ virus ok đấy
thì bị môi a khoá mõm ngay a ơi 🤣,0,thì bị môi a_khóa mõm ngay a ơi
Minh Quân djt,1,minh quân djt
Váy kia làm nhism mà,0,váy kia làm nhism mà
dừng là đúng a ơi 😆😆 dừng luôn đi cũng được,0,dừng là đúng a ơi dừng luôn đi cũng được
chuong tring nay riet roi khong co viec lam nen moi nhung thanh phan tao lao de dua len song.......nhung thanh phan len mang xa hoi chui rua........tao lao....thay giau bac hoan la ho......,2,chuong tring nay riet roi khong co_viec lam_nen moi nhung_thanh phan_tao lao de dua len_song ....... nhung_thanh phan_len_mang xa_hoi chui rua ........ tao lao .... thay giau bac hoan_la ho ......
TTuấn AAnh thấm nhuần tư tuong a độ 😂😂😂,0,ttuấn aanh thấm_nhuần tư_tuong a_độ
thầy chơi bẩn vl,2,thầy chơi bẩn vãi lồn
Dờ Uy ha ha free ship rồi mà giảm thì lỗ 🤣,0,dờ uy ha ha free ship rồi mà giảm thì lỗ
Thơ hay quá bác ơi triệu like,0,thơ hay quá bác ơi triệu like
"đc nha a , bh vikings đc đi Thái nữa thì đẹp",0,"đc nha_a , bao giờ vikings đc đi_thái nữa thì đẹp"
Nhìn cái cách ông viện kiểm sát cười,0,nhìn cái cách ông viện_kiểm_sát cười
Nguyễn Thịnh xin ảnh pro,0,nguyễn_thịnh xin ảnh pro
"Hồ Thu, Lê Tường Lãm, Tran Van Minh :))",0,"hồ thu , lê tường_lãm , tran van_minh"
Đme vẫn là vô ý thức 🙂,2,đme vẫn là vô_ý_thức
Làm cho nhà nước là có quyền thua lỗ và... nhàn. :),0,làm cho nhà_nước là có quyền thua_lỗ và ... nhàn .
Áo rất đẹp nhưng thầy mặc ko đẹp :(,0,áo rất đẹp nhưng thầy mặc ko đẹp
Poppy is the best,0,poppy is the best
Chua thay thang bede nao sau nhu thang quy nay no banh noc,2,chua thay thang bede_nao sau nhu_thang quy_nay no banh noc
Tú chúc mừng anh ba,0,tú chúc_mừng anh ba
Tui cười kh ra tiếng mà chảy nước mắt luônn 😂,0,tui cười không ra tiếng mà chảy nước_mắt luônn
Cứ tưởng thế là ngầu,1,cứ tưởng thế_là ngầu
Hi vong de roi bi that vong,0,hi_vong de roi bi that_vong
Ba roi gay :<,0,ba roi gay : <
Nguyễn Dũng @@ thì vậy mới nỗ lực để vượt lên,0,nguyễn_dũng thì vậy mới nỗ_lực để vượt lên
Con này hết thuốt chửa chữa rồi xin lỗi . Thua cạn lợi,2,con này hết thuốt chửa chữa rồi xin_lỗi . thua cạn lợi
Dung Trinh Phạm Tuyền Trần Thắm Violetnt Thủy ngày xưa đưa tay kiểu này ko tím mặt mới lạ😆😆😆,0,dung trinh_phạm tuyền_trần thắm violetnt thủy ngày_xưa đưa tay kiểu này ko tím_mặt mới_lạ
:v bác đen vl,0,bác đen vãi lồn
Lùng v đó nhưng nắm trùm cả bộ tộc,0,lùng v đó nhưng nắm trùm cả bộ_tộc
An Di sai ở điểm gì v,0,an di_sai ở điểm gì v
Thật khâm phục ông phóng viên báo Lao Động bỏ 1 tháng đi làm ngoài công trường để thu nhập tin tức !,0,thật khâm_phục ông phóng_viên báo lao_động bỏ 1 tháng đi làm ngoài công_trường để thu_nhập tin_tức !
"CHỬI Một lần nữa, yêu cầu ad kiểm tra lại cách ""đưa tin"" của mình:",2,"chửi một lần nữa , yêu_cầu ad kiểm_tra lại cách "" đưa tin "" của mình :"
"Ok kính lão đắc thọ, với tuổi của bác còn khỏe mạnh minh mẫn như thế này thì phải nói là hạnh phúc.",0,"ok kính_lão đắc_thọ , với tuổi của bác còn khỏe mạnh_minh_mẫn như thế_này thì phải nói là hạnh_phúc ."
Họ bấm cái j thì kệ họ đi,0,họ bấm cái gì thì kệ họ đi
Cc abe,2,con cặc abe
Phuc cho những người bị bách hại vì lẽ công chính vì nuoc trời la của họ,0,phuc cho những người bị bách_hại vì lẽ công_chính vì nuoc trời_la của họ
Mua giày sốp pe để đc giá mềm nhé:)),0,mua giày sốp pe để đc giá mềm nhé
Hoàng Lê Bảo Ngọc ván cuối 2 chục ngàn dume,0,hoàng_lê bảo_ngọc ván cuối 2 chục ngàn đụ mẹ
Ông Trần Dần tiên đoán khi nào VN sang giải phóng Bắc Kinh?,0,ông trần dần tiên_đoán khi nào việt nam sang giải_phóng bắc kinh ?
Nghe nói anh tôi đag cà khịa,0,nghe nói anh tôi đag cà_khịa
Đào NT m thấy t dễ thương k. Ngày mô cũng làm cánh hoa anh đào rơi😪😪,0,đào nhắn tin m thấy t dễ thương_k . ngày mô cũng làm cánh hoa anh đào rơi
Có ko chi 3 cho 1ty xài choi,0,có ko chi 3 cho 1 tình yêu xài choi
Lại cà khịa r a ưiii,0,lại cà_khịa rồi anh ưi
:)))) a tôi đấy các ô ạ,0,a tôi đấy các ô ạ
Nay hơi chậm :)) cailozcatkhong,1,nay hơi chậm cailozcatkhong
Đánh răng lâu v~ 😑,0,đánh răng lâu vãi
Giờ này nó ngồi trong đó.. tù..,1,giờ này nó ngồi trong đó .. tù ..
Pass chuột phải dài từ hà đông sang minh khai 😂😂😂😂😂,0,pass chuột phải dài từ hà đông sang minh khai
Chị trông phúc hậu quá,0,chị trông phúc_hậu quá
Sao lại có cả liên quân là thế nào 😳,0,sao lại có cả liên_quân là thế_nào
Nguyễn Thịnh 6 múi luôn kìa,0,nguyễn_thịnh 6 múi luôn kìa
Cae team off luôn hả abe,0,cae team off luôn hả abe
nhìn hình mừng hụt ! tưởng nổi loạn tới nơi....ai dè!,0,nhìn hình mừng_hụt !_tưởng nổi_loạn tới nơi .... ai dè !
Khả năng là sắp rồi đó nguy hiểm quá,0,khả_năng là sắp rồi đó nguy_hiểm quá
Cái thớt IDOl Live này đăng tin toàn để chúng chửi : )),2,cái thớt idol live này đăng_tin toàn để chúng chửi
Biểu cảm được thực sự :)),0,biểu_cảm được thực_sự
Cuối năm 2017 mà bây giờ đã lọt cuối 2019. Bọn ngu dốt này con ốc làm chưa được nhưng thích chém gió,2,cuối năm 2017 mà bây_giờ đã lọt cuối 2019 . bọn ngu_dốt này con ốc làm chưa được nhưng thích_chém gió
Chết là phải toàn thành phần óc chó đua xe không,2,chết là phải toàn thành_phần óc chó đua xe không
Tối đánh con lô theo lời a,0,tối đánh con lô theo lời a
"ỐI ZỜI ƠI, không tin được luôn, đang nợ sấp mặt 40 tr đóng lãi mấy tháng rồi, tự dưng tìm được ông anh chơi bóng hay quá nên giới thiệu cho anh em cùng tham khảo. Anh Mạnh lúc nào cũng giúp đỡ anh em nhiệt tình, không lấy bất kỳ lộc lá gì của ai. Anh em cứ vào đây mà tham khảo.",0,"ối trời ơi , không tin được luôn , đang nợ sấp mặt 40 tr đóng lãi mấy tháng rồi , tự_dưng tìm được ông anh chơi bóng hay quá nên giới_thiệu cho anh_em cùng tham_khảo . anh mạnh lúc_nào cũng giúp_đỡ anh_em nhiệt_tình , không lấy bất_kỳ lộc lá gì của ai . anh_em cứ vào đây mà tham_khảo ."
Nguyễn Bá Quang Thì cái đó nó lan từ Bộ tộc mình ra mà,0,nguyễn_bá_quang thì cái đó nó lan từ bộ_tộc mình ra mà
Cực kỳ thuyết phục -)),0,cực_kỳ thuyết_phục - ) )
"Chuyên gia kinh tế, bà Phạm Chi Lan nói nè , cho nên chúng ta hiểu rằng Vingroup và các tỷ phú bất động sản khác giàu lên chỉ nhờ mối quan hệ và bắt tay với quan chức nhà nước mà thôi",1,"chuyên_gia kinh_tế , bà phạm chi_lan nói nè , cho_nên chúng_ta hiểu rằng vingroup và các tỷ_phú bất_động_sản khác giàu lên chỉ nhờ mối quan_hệ và bắt_tay với quan_chức nhà_nước mà thôi"
5:05 10 năm và 9 năm là 18 năm best toán học trần dần :)),0,55 10 năm và 9 năm là 18 năm best_toán học trần dần
Dân chơi nhìn phát biết ngay ông già thằng Sói :)))))),0,dân_chơi nhìn phát biết ngay ông_già thằng sói
2013 :)))))),0,2013
Lâu rồi ko xem . ủa lúc trước thân lắm mà,0,lâu rồi ko xem . ủa lúc trước thân lắm mà
đốt đi là hợp lý,0,đốt đi là hợp_lý
"Day la 1 hinh thuc kinh doanh moi, day suc sang tao. Vua giai quyet nhu cau thoat hiem va PCCC, vua lam tang doanh thu cua mo hinh karaoke. Can dc nhan rong :)",0,"day la 1 hinh thuc kinh_doanh moi , day suc sang tao . vua giai_quyet nhu_cau thoat hiem va_pc , vua lam_tang doanh_thu cua_mo hinh karaoke . can_dc nhan_rong"
Chị hay quá chị ơi,0,chị hay quá chị ơi
mì sào chua ngọt âhhahahah,0,mì sào chua ngọt âhhahahah
Chúc thầy sớm xóa kênh panda,0,chúc thầy sớm xóa kênh panda
Con so bên nào vậy,0,con so bên nào vậy
Nhưng tụi nó đâu biết rằng là ghép thật :v,0,nhưng tụi nó đâu biết rằng là ghép thật
Hùng Công Trương Huy Nguyễn Xuân Dong Nguyen mấy xếp coi tình hình cho ae nghĩ để phòng dịch 😄😄😄,0,hùng công_trương huy nguyễn_xuân_dong nguyen mấy xếp coi tình_hình cho anh em nghĩ để phòng_dịch
Cho mình xin video với bạn,0,cho mình xin video với bạn
Diem Anh TN à đuôi của con sam ý nhọn nha,0,diem anh thế nào à_đuôi của con sam_ý nhọn nha
Đùa bố à,0,đùa bố à
Game j thầy oi,0,game j thầy oi
Anh là tấm gương sáng giá..... Người có trách nhiệm.... Thật tốt khi ai cũng có ý thức được như a.... Thì bây giờ Facebook đâu có cái tên Nhung nữa..... Người nổi tiếng của năm,0,anh là tấm gương sáng giá ..... người có trách_nhiệm .... thật tốt khi ai cũng có ý_thức được như a_.... thì bây_giờ facebook đâu có cái tên nhung nữa ..... người nổi_tiếng của năm
Pham Minh phục lồn .,2,pham minh_phục lồn .
hq k còn ca nào nhiễm vì nhiễm gần hết,0,hôm qua k còn công an nào nhiễm vì nhiễm gần hết
Mđ học sinh l chúc thầy vậy chắc đủ động lực rồi,0,mấy đứa học_sinh l chúc thầy vậy chắc đủ động_lực rồi
Đây nè,0,đây nè
"Đụ má, em ức chế quá.",1,"đụ má , em ức_chế quá ."
dr a oi,0,dr a oi
Không sao,0,không sao
Lana Trinh thế rốt cuộc nà mặc hay cởi đây,0,lana trinh_thế rốt_cuộc nà_mặc hay cởi đây
Thúy Nhi Hieu Nguyen Phạm Khánh Trung mai mốt đừng kể chuyện cười cho Hảo Hảo nghe nha,0,thúy nhi hieu nguyen_phạm khánh_trung_mai mốt đừng kể chuyện cười cho hảo_hảo nghe nha
"Vẫn chưa phải đỉnh cao của Jack như bộ ba bài Sóng Gió,Hồng nhan,bạc phận ,ý kiến cá nhân😣",0,"vẫn chưa phải đỉnh_cao của jack như bộ ba bài sóng_gió , hồng_nhan , bạc_phận , ý_kiến cá_nhân"
hinh nhu ba noi nay luc truoc chui lon voi mu noi ben my kia phai ko cac ban??,0,hinh nhu_ba noi nay luc truoc chui lon voi mu noi ben my kia phai ko cac ban ? ?
K bt yếu kiểu gì mà tao vẫn chết,0,k biết yếu kiểu gì mà tao vẫn chết
Dương Dương ????,0,dương_dương ? ? ? ?
Nghe đoạn gần cuối chúc Bác sống thọ 200 tuổi luôn.Cầu mong ngày nào đó bác trở về thăm quê hương nhé.,0,nghe đoạn gần cuối chúc bác sống thọ 200 tuổi luôn . cầu_mong ngày nào đó bác trở về thăm quê_hương nhé .
Bao Vu,0,bao vu
T đọc xong mà t tức á !!!,0,t đọc xong mà t tức_á ! ! !
. ai khịa thầy là chetme đó nha,0,. ai khịa thầy là chết mẹ đó nha
Tuyệt vời abe 😘,0,tuyệt_vời abe
Sang VN thành cái l cat khong...🙈🙈🙈,1,sang việt nam thành cái l cat khong ...
Ăn điêu nói hớt quen.,1,ăn_điêu nói hớt_quen .
"Không phải năng khiếu bạn ơi, cái bài này mấy ông ấy đi nhuyễn hết cả rồi còn đâu, dân còn lạ gì :))",2,"không phải năng_khiếu bạn ơi , cái bài này mấy ông ấy đi nhuyễn hết cả rồi còn đâu , dân còn lạ gì"
ib giá,0,ib giá
bên kia nó k cho vào viện hay xét nghiệm gì đâu,0,bên kia nó k cho vào viện hay xét_nghiệm gì đâu
Minh Nhật éo chết vì dịch chết vì nổ đt🤣🤣🤣🤣🤣🤣,1,minh_nhật éo chết vì dịch chết vì nổ điện thoại
cười vãi l :))))),0,cười vãi_l
Chinh Nguyen vn có cấm nhập cảnh đâu. Vấn đề là khai báo và sau khi nhập cảnh thì đi cách ly ngay.,0,chinh nguyen việt nam có cấm nhập_cảnh đâu . vấn_đề là khai_báo và sau khi nhập_cảnh thì đi cách_ly ngay .
"Tao thấy mày giống sát chết đang ngồi quán, con quỷ ơi",2,"tao thấy mày giống sát chết đang ngồi quán , con quỷ ơi"
"khi non nước thanh bình, ta sẽ dệt mộng yêu đương ...",0,"khi non nước thanh_bình , ta sẽ dệt_mộng yêu_đương ..."
Nguyễn Phương Thảo c ơi cẩn thận nè,0,nguyễn_phương_thảo c ơi cẩn_thận nè
"Mấy con cá đàn áp dân, từ dân mà ra, đc chính phủ trả tiền và trao quyền lực để quay lại đàn áp dân",2,"mấy con cá đàn_áp dân , từ dân mà ra , đc chính_phủ trả tiền và trao quyền_lực để quay lại đàn_áp dân"
"Giai điệu tạm nghe nhưng lời chẳng có ý nghĩa, câu trước câu sau k liên quan, mv khó hiểu.",0,"giai_điệu tạm nghe nhưng lời chẳng có ý_nghĩa , câu trước câu sau k liên_quan , mv khó hiểu ."
đoán xem haha,0,đoán xem haha
Ở Việt nam là ra Cailozcatkhong roii đó,1,ở việt_nam là ra cailozcatkhong roii đó
Game mới à,0,game mới à
Dc lắm con gái về già cô cho con 5 cây vàng :v,0,dc lắm con gái về già cô cho con 5 cây vàng
Đi vài bữa rã họng rồi lại lết về thôi mà.loại mất dậy ...,1,đi vài bữa rã_họng rồi lại lết về thôi mà . loại mất dậy ...
chị hiếu thiệt tình mà gặp bạn vậy,0,chị hiếu thiệt_tình mà gặp bạn vậy
Xím chút thì còn 6 miếng đất😌,0,xím chút thì còn 6 miếng đất
K-icm ca sĩ ??,0,k-icm ca_sĩ ? ?
dou ma thầy,2,dou ma thầy
Đcm cmt tục vkl😂😂.,1,địt con mẹ cmt_tục vkl .
"chửi có phong cách , chửi văn hoa , chửi tế nhị vkl :))",0,"chửi có phong_cách , chửi văn_hoa , chửi_tế nhị vkl"
Thái Dương Nguyễn là sao bạn,0,thái_dương nguyễn_là sao bạn
