free_text,label_id,clean_text
Đc Nhung add lứng quá các ông hâha,0,đc nhung add lứng quá các ông hâha
Không có tiền nhưng e tin bme e đủ tiềm lực đến khi e tự kiếm được tiền :)),0,không có tiền nhưng e tin bme_e đủ tiềm_lực đến khi e_tự kiếm được tiền
2022về?!?!hài cốt có đc chưa chứ nói gì đến TD xuong thịt.,0,2022 về ? ! ? ! hài_cốt có đc chưa chứ nói gì đến thể dục xuong thịt .
mất dậy thật,1,mất thật dậy thật
Ô thế là bọn chúng muốn giết ai thì giết à bắt người khác chết thay tội phạm bọn tội phạm đích thực phải chết nhiều tên cũng xứng đáng thôi còn tay luật sư có bằng chứng mà không đưa ra tố cáo tội phạm thì trở thành đồng phạm giết oan người lương thiện .. chính tay luật sư đó phải bị chảm đầu tiên ...,1,ô thế_là bọn chúng muốn giết ai thì giết à bắt đồng_phạm người khác chết thay tội_phạm bọn tội_phạm đích_thực phải chết nhiều tên cũng xứng_đáng thôi còn tay luật_sư có bằng_chứng mà không đưa ra tố_cáo tội_phạm thì trở_thành đồng_phạm giết_oan người lương_thiện .. chính tay luật_sư đó phải bị chảm đầu_tiên ...
Nè ní. M sai m cố chấp jo m xl à. Đào đất ngủ đi r nhận sự tha thứ,2,nè ní . m đi m cố_chấp jo m xin lỗi à . đào đất ngủ sai r nhận sự tha_thứ
Nhiều đồ giá trị quá. Cafe Bao Cấp mà thấy bức ảnh này chắc thích mê các món đồ quá.,0,nhiều đồ giá_trị quá . cafe bao_cấp mà thấy bức ảnh này chắc thích_mê các món đồ quá .
Dân InDo t thấy đéo hiểu nội dung nó nói về cái gì,1,dân indo thấy đéo hiểu nó nói cái gì
"Tuan Quoc so sánh vs con gái, chửi con gái ngta đ* này đ* nọ, đéo biết mày có cc không nữa, hay não toàn phân bò",2,"tuan quoc so_sánh vs con gái , chửi con gái người ta đ * này đ * nọ , đéo biết mày có con cặc không nữa , , hay não toàn phân bò"
Người ta bán hàng kiếm tiền bằng công sức của người ta mà sao mấy bạn vào nói công an vào này nọ vậy trời... Bớt khẩu nghiệp đi đời này không ai biết trước được chuyện gì đâu.,0,người ta bán hàng kiếm tiền bằng công_sức của người ta mà sao mấy bạn vào nói công_an vào này nọ vậy trời ... bớt khẩu_nghiệp đi đời này không ai biết trước được chuyện gì đâu .
Xaolonnnnnnnnn=))),1,xaolon
"Cave chịch đc tiền, làm thiếp bị chịch free rồi còn đc đè đầu cưỡi cổ nữa :)))",2,"cave chịch đc tiền , làm thiếp bị chịch rồi còn đc đè đầu cưỡi cổ nữa"
Dị ứng với thằng cha này quá,2,dị_ứng với thằng_cha này quá
giọng ca hảm chết cdm ng nghê luôn mà share cái j,1,giọng công an hảm chết cdm ng nghê luôn mà share cái j
U chị ba có lol luôn . Vụ này ngộ à nghen,2,u chị ba có lol có luôn . vụ này ngộ à nghen
"Đổi chiêu rồi nhé, mình gửi đi được nhưng ngta ko nhận đc =))",0,"đổi chiêu rồi nhé , mình gửi đi được nhưng người ta ko nhận đc"
"Hi, all students 2001.",0,"hi , all students 2001 ."
Gánh gánh cái l má tui bây à. Cái gì củng dân.,2,gánh gánh cái l má tui bây à . cái gì củng_dân .
Bê đê chúa :)),1,bê đê_chúa đê_chúa
"Đ c l c m m... Mày ngu vừa thôi,dành ít ngu cho con khác để bọn tao còn kiếm chác chứ... 😂😂😂",2,"đ l c m ... ngu vừa , dành ít ngu cho con khác để bọn tao còn chứ ..."
Hoàng Đức Ngọc joke cái lồn chứ joke =)),1,hoàng_đức ngọc_joke cái lồn chứ joke
Nhìn mặt thấy mắc ỉ* à :))),1,nhìn mặt thấy mắc ỉ * à
OK baby,0,ok baby
"Mấy thằng này ko biết bao giờ mới bị bắt ,bị diệt hết !",0,"mấy thằng này ko biết bao_giờ mới bị bắt , bị diệt hết !"
Chửi bậy cũng có phải có văn hoá !!! page này giải trí vĩ lòn. Thích thích,1,chửi bậy cũng ! có phải có văn_hóa ! ! !_page này giải_trí vĩ_lòn . thích thích
"HL đã ngu mà văn tiếp tục ngu đi khai báo cho dư luận biết là đã bỏ tiền riêng của mình để xây dựng đền đồng bóng, theo luật IRS mỹ bất cứ một công dân mỹ hoặc thường trú nhân ở mỹ khi ra nước ngoài làm ăn đều phải khai thuế với IRS, không biết ông thầ",2,"hl đã ngu mà văn tiếp_tục ngu đi khai_báo cho dư_luận biết là đã thường_trú_nhân tiền riêng của mình để xây_dựng đền đồng_bóng , theo luật irs_mỹ bất_cứ một công_dân mỹ hoặc bỏ ở mỹ khi ra nước_ngoài làm_ăn đều phải khai thuế với irs , không biết ông thầ"
"Đu me giau con tham lam bi găt la đung rôi , đu me mây luc đâu nghe lơi no chưi hêt ngưoi nay đên ngưoi kia, ham tiên bi lưa gat rôi chưi con ba vang ngoc",2,"đu_me giau con tham_lam bi_găt la ba đung_rôi , đu_me mây luc đâu nghe lơi_no chưi hêt ngưoi nay đên ngưoi kia , ham tiên_bi lưa gat rôi chưi con ba vang ngoc"
Trần Dần tấc ziên là fan ruột của Đỗ Nam Trung rồi.,0,trần dần tấc_ziên là fan_ruột của đỗ nam_trung rồi .
Nghe giọng lứng quá abe,1,nghe giọng lứng quá abe
Ấu my fuckboi,1,ấu fuckboi my
cực kỳ lên án hành vi bạo dâm và xâm phạm tình dục đối vs thầy giáo,0,cực_kỳ lên_án hành_vi bạo_dâm và xâm_phạm tình_dục đối_vs thầy_giáo
Trường Xuân r xong. Nay b tui có đến đây k vậy🤦‍♀️🤦‍♀️,0,trường xuân r xong . nay b tui có đến đây k vậy
sau vc ra,1,sau vãi cặc ra
Có tâm thế 1 bên là con sam.1 bên là( con)chang bit con gi lun,0,có tâm_thế 1 bên là con sam . 1 bên là ( con ) chang bit con gi lun
Con cat ne choi hong,1,con choi ne cat hong
Chưa viết thành Mê Cung là khá rồi. Mà cái thằng soạn thư này chắc cũng không biết Mê Công là cái thứ gì. Thằng ký thì cứ ký!,2,chưa viết thành mê_cung là khá rồi . mà cái thằng soạn thư này chắc cũng không biết mê_công là cái thứ gì . thằng ký thì cứ ký !
Phạm Văn Đồng bớt ngu đi đc rồi,2,phạm văn_đồng bớt ngu đi đc rồi
Nguyễn Đức Ánh lại thêm thằng ngu thíc sủa bậy..,2,sủa lại thêm thằng ngu thíc nguyễn_đức_ánh bậy ..
Ngó lên trời,0,ngó lên trời
Cái nào tốt th khen cái nào xấu là chê ad có tầm nhìn thấu đáu sáng suốt. Chứ hok phải bọn ngu đần mê mụi hok phân biệt đúng sai. Ng ta thấy sai ng ta nói thì bị cho là việt tân,2,cái nào tốt th cái nào xấu là chê ad có tầm nhìn thấu_đáu sáng_suốt . chứ hok phải bọn ngu_đần mê mụi hok phân_biệt đúng sai . ta sai người ta nói thì bị cho là việt_tân
Coi chừng bị nghiệp quật,1,bị coi_chừng bị nghiệp quật
Oh shjt,1,shjt oh
Khịa vl :)),1,vãi khịa lồn
Nó đéo biết ngại à,1,nó đéo biết ngại à
"giờ đi xklđ cũng phải đóng bhxh nha, đảng ta tốt bụng lắm, lo cả cho lao động ở nước ngoài, đkm :v",2,"giờ đi xklđ cũng phải đóng bhxh_nha , đảng ta tốt_bụng lắm , lo cả cho lao_động ở nước_ngoài , đkm"
Toàna Tế :))),0,toàna tế
"Hải Yến bố con thần kinh, thở ra cái là thấy mùi rồi",2,"hải yến bố_con thần_kinh , ra cái là thấy mùi rồi"
Các chú để anh,0,các chú để anh
"Ăn hôi khắp mọi mặt trận, giống như thánh ăn hôi nguyễn lân trung",2,"ăn_hôi khắp mọi , giống thánh_ăn nguyễn_lân trung"
Tụi bay like trang này chưa vậy ? =)),0,tụi bay like_trang này chưa vậy ?
Chỉ biết thốt lên 2 từ trìu mến..... đụ má ! :),1,chỉ biết thốt lên 2 từ trìu_mến ..... đụ má !
Giày shop pe trăm rưỡi =v,0,giày shop pe_trăm rưỡi
chuong tring nay riet roi khong co viec lam nen moi nhung thanh phan tao lao de dua len song.......nhung thanh phan len mang xa hoi chui rua........tao lao....thay giau bac hoan la ho......,2,chuong tring nay riet roi khong co_viec lam_nen moi nhung_thanh phan_tao lao de dua len_song ....... nhung_thanh phan_len_mang xa_hoi chui rua ........ tao lao .... thay giau bac hoan_la ho ......
Chị Ba làm đéo gì có lol đâu để mà xài giẻ rách hahaha,2,ba đéo gì có lol đâu để mà xài giẻ hahaha
Biển số xe là 29 kìa :)))),0,biển số xe là 29 kìa
Đụmámài,2,đụmámài
Mong anh em ủng hộ kênh mình,0,mong anh_em ủng_hộ kênh mình
"M thằng dốt nó ko pik đăng tào lao e ak, chứ móng trụ ko đạt dựng trụ nó sập oy, đâu dựng lên thành hình rồi kéo dây, đổ thừa con bò kéo sập trụ. Đúng là mấy thằng ngu như bò",2,"m thằng dốt nó ko pik đăng tào_lao e_ak , chứ móng trụ ko đạt dựng trụ nó bò , đâu dựng lên thành_hình rồi kéo dây , đổ thừa con bò kéo sập trụ . đúng là mấy thằng ngu như sập_oy"
Nhục chưa? Sở DL HN còn hay giải tán rồi mà dân gọi cả ngày mà ko LH được là sao?,1,nhục ? sở dl hôn nhân còn hay giải_tán rồi mà gọi cả ngày mà ko được là sao ?
"Ai cũng biết. Đã là chửi thì chửi thẳng, vòng vo nói nho nữa thì đổi tên page đi. Đậu má rau xanh.",1,"ai cũng biết . đã là chửi thì chửi thẳng , vòng_vo xanh nói nho_nữa thì đổi tên page đi . đậu má rau xanh ."
Sạo lol hổng có gì vui nên chúng ta đừng nên sạo lol 😂,1,sạo lol hổng gì có vui nên chúng_ta đừng nên sạo lol
Ủa nó đẹp chỗ nào vậy,1,đẹp nó ủa chỗ nào vậy
Trung bá zoe,2,trung_bá zoe
Dạng háng bắt Sele buscu chứ gì thầy 😍,1,dạng háng bắt sele_buscu bắt chứ gì thầy
Hòm đang chờ e,2,hòm đang chờ e
Kỳ này mỗi lãnh đạo chắc chắn có máy bay riêng tha hồ mà đi!,2,kỳ này lãnh_đạo chắc_chắn có riêng tha_hồ mà đi !
bại cái đcm m cút QC cl mày đa cấp lừa đảo à 😂😂 đm con yến,2,bại cái địt con mẹ m cút quảng cáo cái lồn mày đa_cấp yến lừa_đảo à địt mẹ con yến
chết đi,1,chết chết đi
Thờ buổi này đi du lịch chi vậy 😀 đi để kịp đầu thai hả ha gì mà đi dữ vậy,2,thờ buổi này đi du_lịch chi vậy đi để kịp đầu_thai hả ha vậy mà đi dữ gì
Nhok Lầy địt mẹ trên mạng thì gáy khét vãi l em ạ =)) ra đường câm như con chó,2,gáy lầy_địt mẹ trên mạng thì nhok khét_vãi l em ạ ra đường câm như con chó
Tao lao .nói chuyện hoan tưởng,1,tao lao lao . nói_chuyện hoan_tưởng
Xem lại đi.,0,xem_lại đi .
Anh yêu tất cả các em 🙏🙏🙏,0,anh yêu tất_cả các em
Cái lùm má,1,cái cái lùm má
Mong thời gian nhanh lên 😿,0,mong thời_gian nhanh lên
Trần Tân Kiệt khịa atm nữa 😌,0,trần tân_kiệt khịa atm nữa
Nhìn ngok nghếch vcđ,1,nhìn ngok nghếch cả vãi đái
Lâu lâu đói lại phải vẽ để đút mồm chứ,1,đói lại phải vẽ để đút_mồm chứ
cô này chỉ có chết mới hết gào thét,2,cô này chỉ có chết mới hết gào_thét
Cực kì thuyết phục :))),0,cực_kì thuyết_phục
bọn công an chỉ có việc là đi đàn áp dân đen thôi.,2,bọn công_an chỉ việc có là đi đàn_áp dân đen thôi .
"công lý cái địt mẹ m à,công lý xử doanh nghiệp còn dân sai thì kệ mẹ à =))) bố m đéo uống cái gì của THP cơ mà để những con chó như m cắn càn thì xã hội loạn cmm r :)) m phạm tội xong m kêu m nghèo, mù chữ đéo biết luật thì m vô tội à thằng ngu, hay m lại bảo nó tống tiền là đúng đi :))",2,"công_lý cái địt mẹ m à , công_lý xử doanh_nghiệp còn dân sai thì kệ mẹ à bố m đéo uống cái gì của thp_cơ mà để những con chó như m cắn càn thì xã_hội_loạn con mẹ mày r m phạm_tội xong m kêu m nghèo , mù_chữ đéo biết luật thì m vô_tội à thằng ngu , hay m lại bảo nó tống_tiền là nó đúng đi"
Đấy thế nhé. Thế là vừa lòng nhé. Chưa kể những ng kêu là không ngại nguy hiểm kia toàn là lính. Sai đâu đánh đó. Không kêu chắc tự ra làm. Mà nói là nói mấy cha bụng bự kia chứ nói gì lính lác.,2,đấy thế nhé . thế_là vừa lòng nhé chưa kể những kêu là không ngại nguy_hiểm kia toàn là lính . sai đâu đánh đó . không kêu tự làm . mà nói là nói mấy cha bụng bự kia chứ nói gì lính lác .
phải xe bà chị không hay lại ké bố nào?,0,phải xe bà chị không hay lại ké bố nào ?
Dương Thái Phước ba gà not ba chó@@,2,dương_thái_phước ba gà not ba chó chó
Dkm chửi hết bọn chó vàng made in vietnam,2,địt con mẹ chửi hết bọn chó vàng made vietnam
1 con chó điên đã vào sủa và cắn....,1,1 con chó điên 1 đã vào sủa và cắn ....
kay vờ lờ.,1,kay vờ_lờ .
Trời ơi trời ngạc nhiên chưa ông mười nầy ổng quánh người chết bằng tiếng nói của ổng đó Ui trời ngạc nhiên chưa ông mười nầy quảng cáo rất rất là nhanh trời trời tám bà chửi kg lại ông ta đó nhé,2,trời ơi_trời ngạc_nhiên chưa ông mười nầy ổng quánh người chết bằng tiếng_nói đó ui trời ngạc_nhiên chưa ông mười nầy quảng_cáo rất rất là nhanh trời tám bà chửi kg lại ta đó nhé
Ông này ghét trung cộng  mà  hình như ông ta  múa bài quyền  phù cáo  có mùi    Tàu khựa,2,ông này ghét trung_cộng mà hình_như ông tàu ta múa bài quyền phù_cáo có mùi tàu khựa
Combo bất hạnh,0,combo bất_hạnh
Thầy ba dơ lắm cô ơi,2,ba dơ lắm cô ơi
Dm,1,dm dm
"Tụi tui hỏng dám nói sau giải phóng,chỉ dám nghệ thuật hóa sự kiện sau 75, TỪ NGÀY ĐỨT PHIM...🤣🤣🤣 khổ quá.",1,"tụi tui hỏng dám nói sau giải_phóng , chỉ dám nghệ_thuật hóa sự_kiện sau 75 , từ ngày đứt phim khổ quá ."
Dân mà gạt tay vậy chắc tô lâm nó cho vào tội cưỡng hiếp nun,1,dân tội gạt tay vậy chắc tô_lâm nó cho vào mà cưỡng_hiếp nun
"Mỹ nói thật. Virus Trung CỘNG chuyên nói láo, nó giấu diếm, phải thêm số bị nhiễm của nó 2 con số.",2,"mỹ nói thêm . virus trung_cộng chuyên nói_láo , nó giấu diếm , phải thật số bị nhiễm của nó 2 con_số ."
A...a....a...cái thằng mất dạy nào định tập tành làm sâu mọt của dân đây :v,1,a ... ...._a ... cái thằng mất_dạy nào định tập_tành làm sâu_mọt của dân đây
Chậm thôi các a,0,chậm thôi các anh
Vừa tính cmt triệu hồi a thì a cmt r hehe,0,vừa tính cmt triệu hồi a thì a_cmt r hehe
Móc lên ngửi đấy mà. Dơ vcl 🤣🤣,1,móc cả ngửi đấy mà . dơ vãi lên lồn
Cực kì thuyết phục :))),0,cực_kì thuyết_phục
"Cc gì zậy ô già , để cho mấy đứa nó ngủ coi 😳😳",2,"con cặc zậy gì ô_già , để cho mấy đứa nó ngủ coi"
Xin phép moi người cho tui chũi con chó 1 cái :v,2,xin phép moi người cho tui chũi con chó 1 cái
Thua trug+ hết dân nó dù ở hải ngoại theo hay ko theo cs dân nó rất đoàn kết còn người việt mìh bág bổ phỉ bág ...nhau 40 năm qa,2,thua trug + hết dân nó dù ở hải_ngoại hay theo sống dân nó rất đoàn_kết còn người việt mìh bág bổ_phỉ bág ... qa
A vẫn chăm chỉ nayd a vẫn cố găng cho đến khi lỗ đít của a bị mọc đinh 🤧🤧 kiểu vừa đấm vừa xoa .. Rap fofun vc 🤣🤣🤣,1,a vẫn chăm_chỉ nayd_a vẫn cố_găng cho đến khi lỗ_đít của xoa anh bị mọc đinh kiểu vừa đấm vừa xoa .. rap fofun vãi cặc
tất cả đều dúng qui trình nhé -_-,0,tất_cả đều dúng quy_trình nhé
Thuế má đóng đầy đủ! Làm đéo có chuyện t nợ 29t.,1,thuế má đóng đầy_đủ ! làm đéo có chuyện t nợ 29 t .
Ny Ty Trần ukm,0,ny_ty trần ukm
Dm tao buồn vl luôn ý :)),1,dm buồn tao vãi lồn luôn ý
"Du ma lai tang thue,dit con me no,da an ban roi,con cai con cac j de dong nua",2,"du_ma lai_tang thue , dit con me no , da an_ban roi , con cai con cac j de dong nua"
Đầu bui,1,đầu bui
Má,1,má
Đcmm ad,2,địt con mẹ mày ad
Sảm sì đú,1,sảm sì đú
Cứ hình sự hóa cái tội bỏ hóa chất vào thức ăn và quản lý hóa chất nhập về VN thát kỹ vào.,0,cứ hình_sự hóa cái tội bỏ hóa_chất vào thức_ăn và quản_lý hóa chất nhập về việt nam thát kỹ vào .
"Sao chi ba,có hàm rau,ngô quá",0,"sao chi ba , có hàm rau , ngô quá"
Mặt quần biết khùng,1,mặt khùng biết quần
cái địt con mẹ m,1,cái địt con mẹ m
No qua ma oi nguoi ta giau kg ai ma dem khoe nhu ma dau noi la biet no roi 2020 ruoc ma ve no dum nha con khoai dot phao,2,no qua ma_oi nhu_ma nguoi ta giau kg ai ma_dem khoe nhu_ma dau noi_la biet no roi 2020 ruoc ma ve_no dum_nha con khoai_dot phao
Thấy bài đăng éo nào cũng chửi cho đc :\ đừng mượn hình ảnh đẹp r đem tâm hồn đéo đẹp vào r chửi,0,thấy bài đăng éo nào cũng chửi cho đc đừng mượn hình_ảnh đẹp r đem tâm_hồn đéo đẹp vào r chửi
Sống chậm thuiii nè mn,0,sống chậm thui nè mọi người
Phước Ngọc Nguyễn đcm =))))))))))))),1,phước ngọc nguyễn_đcm nguyễn_đcm
Gặp máy chị Ninja thì né luôn. trước mình đang đi lúc tắc đường có mụ đi giữa đường rẻ phải vào mua hoa quả luôn k cần xi nhê gì. :3 tức mà đéo làm gì đc bác ak.,2,gặp máy chị ninja thì né luôn . trước mình đang đi lúc tắc đường có mụ đi giữa đường rẻ phải vào mua hoa_quả luôn k cần xi_nhê gì . tức mà đéo làm gì đc bác ak .
Phương Minn ngộ nghĩnh nhỉ lạ lone nhỉ ? Rõ ràng cố tình tạo phốt để bán hàng online :))) mà làm như hay lắm . Sống dơ v ai mua đồ cho trời .,2,phương minn_ngộ nghĩnh nhỉ lạ lone_nhỉ ? rõ_ràng cố_tình tạo phốt để bán hàng online mà làm như hay lắm . sống dơ v ai mua đồ cho trời .
Nhà tiên tri nghe bắt oi,1,nhà tiên_tri nghe bắt oi bắt
Ko giống con giáp nào,1,giống con_giáp nào
Nhìn có vẻ 3 anh rất chi là đẹp trai :)),0,nhìn có_vẻ 3 anh rất chi là đẹp_trai
R thế giáo án đá phò đâu thầy l,2,r thế giáo_án đá đá phò đâu thầy l
Ccc,1,c c
Công nhân sửa chữa đường dùng máy công suất lớn thổi bụi mù mịt giữa phố_Hà nội VN mới có,1,công_nhân sửa_chữa đường dùng máy công_suất lớn thổi bụi mù_mịt giữa phố_hà nội việt nam mới có
May giau qua ha sao may duoc tien cua chi minh hieu😡😠😈 sao may mat day qua da may,2,may giau qua may sao ha duoc tien cua chi_minh hieu sao may mat day qua da may
"Thực ra bọn anh nó bùng dịch rồi, mà bọn nó thì k chịu mang khẩu trang vs phòng dịch nên mang dịch đi khắp nơi",0,"thực_ra bọn anh nó bùng_dịch rồi , mà bọn nó thì k chịu mang khẩu_trang vs phòng_dịch nên mang dịch đi khắp_nơi"
Ghép làm chó nha ae,1,ghép làm chó nha anh em
Vãi,1,vãi vãi
Có chữ nào đâu! Mua bằng thì đúng hơn,1,có chữ nào đâu ! bằng đúng hơn
Cái quần nhìn tục thấy mợ,1,thấy quần nhìn_tục cái mợ
"Hải Yến kệ cm m luôn, tụi t thích là đx :))",2,"hải yến kệ comment m luôn , tụi t thích là đx"
bóng già chuyển giới. CÔ CÔ nghe mắc ỉa. súc vật lũ bongs chó tởm lợm,2,bóng già chuyển_giới . cô cô nghe mắc_ỉa . súc_vật bongs chó tởm_lợm
"Thiệt @@ VN mốt thành cái ổ trộm cướp giật đồ hết, tha hồ trộm đi, nhà nước bảo vệ cho",2,"thiệt nam mốt thành cái đồ hết , tha_hồ trộm đi , nhà_nước bảo_vệ cho"
"Đang họp nhưng kín, éo cho phóng viên vào. ĐM.",1,"đang họp nhưng kín , . éo cho phóng_viên vào . địt mẹ ."
Nghe như l,1,như nghe như l
Dm bọn Việt tân nhé,2,dm bọn bọn việt_tân nhé
"nhìn vậy mà lại không phải vậy, mà nói thế nhưng lại không phải thế, Lừa gặp lừa :))",0,"nhìn vậy mà_lại không phải vậy , mà nói thế nhưng lại không phải thế , lừa gặp lừa"
Già mà non,1,già mà mà non
"Xin lỗi cảnh sát , buồn cười thật. Phải xin lỗi mọi người dân chứ, vượt đèn đỏ gây tai nạn cho dân . Xl cảnh sát wai gì, nó mà thấy thì ăn hành ngay và luôn",1,"xin_lỗi cảnh_sát , buồn_cười thật . phải xin_lỗi mọi người_dân chứ , vượt đèn_đỏ gì tai_nạn cho dân . xin lỗi cảnh_sát wai gây , nó mà thấy thì ăn_hành ngay và luôn"
"Rất thích bài viết thế này. Hay và ý nghĩa, học thêm nhiều cái mới",0,"rất thích bài viết thế_này . hay và ý_nghĩa , học thêm nhiều cái mới"
Kỳ này mỗi lãnh đạo chắc chắn có máy bay riêng tha hồ mà đi!,2,kỳ này mỗi chắc_chắn có máy_bay tha_hồ mà !
"@Dad ‘S - ""Mỹ ác hơn tàu chứ bạn ơi""
Tàu ác hơn Mỹ trăm lần chứ bạn ơi
- ""có lẽ bạn kg biết lịch sử chính phủ Mỹ ...."" Có lẽ bạn không biết lịch sử tàu luôn luôn muốn nuốt chửng nước Việt ta qua mộng bành trướng không ngơi nghỉ. - ""nó gian tiếp kg trực tiếp như Trung Quốc ...""",2,"‘ s - "" mỹ_ác hơn tàu chứ ơi tàu ác hơn mỹ_trăm lần chứ bạn ơi - "" có_lẽ bạn kg biết lịch_sử chính_phủ mỹ_.... "" có_lẽ bạn không biết lịch_sử tàu luôn_luôn muốn nuốt_chửng nước việt ta qua mộng bành_trướng không ngơi_nghỉ . - nó gian tiếp kg trực_tiếp như trung_quốc ... """
Ăn mặc riết không ra gì,1,ăn_mặc riết không ra gì
Huy Đill chuẩn :>,0,huy đill chuẩn : >
Nguyễn Vĩnh Sơn là gì ?,0,nguyễn_vĩnh_sơn là gì ?
Yến Linh Anh Truc Thuỳ Trâm Thu NguyễnPhạm Nhung .... chời ơi vừa xem vừa tức phòng mình :)))),0,yến linh anh truc thùy trâm thu nguyễnphạm nhung .... chời ơi vừa xem vừa tức phòng mình
Thu Hít k nghe thì thou bớt khịa dùm.,2,thu hít k nghe thì thou bớt dùm khịa dùm .
"8000 like đó là phần nhỏ trong số hàng tỷ người dùng Fb của tàu , suy ra số lượng óc chó của nó ko đáng kể :v",2,"8000 like đó là phần nhỏ trong số hàng tỷ người dùng facebook của tàu , suy_ra số_lượng óc chó của nó ko đáng_kể"
Nguyễn Đăng Khoa thg học trò l này :))),0,nguyễn đăng_khoa thg học_trò l này
Bảo dan tri thap thì tự ái :),1,bảo dan tri_thap thì tự_ái
Top,0,top
"giác ngộ đi , tp HCM nhé , bác giết SG rồi 😆😆😆😆",2,"giác ngộ đi , thành phố hcm nhé , bác giết sài gòn rồi"
Bùi Thị Minh Thư thees fansixlong là gì b ey? 🤪,0,bùi_thị_minh_thư thees fansixlong là gì b ey ?
Mặt dầy như đít trâu,1,như mặt dầy như đít trâu
Okk hehe,0,okk hehe
ổng tưởng ko đc.hóa ra đc thâtj.hihi.sbtc vô địch,0,ổng tưởng ko_đc . hóa ra đc thâtj . hihi.sbtc vô_địch
Biến lun cho đẹp bầu trời. Tui qá mệt mõi rồi,1,biến lun cho đẹp bầu_trời . tui tui qá mệt_mõi rồi
Trà My livestream của youtobe có sau fb nha em,0,trà my livestream của youtobe có sau facebook nha em
Ô mình tự hào quá 😂😂,0,ô mình tự_hào quá
"Đeos thân nó thì thân ai , đợi myz nó giúp á có mà đến mùa quýt . Tốt nhất cố mà tự thân vận đôngn",1,"đeos thân nó thì thân ai , đợi myz nó giúp á có mà đến mùa nó quýt . tốt nhất_cố mà tự thân_vận đôngn"
quan chức để lại cức đái cho đời....í lộn! cái đức.,2,quan_chức . lại cức_đái cho đời .... í_lộn ! cái đức để
Mẹ mày. Đang họp đấy bọn ngu,2,mẹ mày . đang họp đấy bọn ngu ngu
Cái mặt đàn ông cái tiếng đàn bà bán nam bán nữ,1,cái mặt đàn_ông cái tiếng đàn_bà bán nam bán nữ
👍👍👍👍👍,0,
Đm người ta ở tù mà bản mặt thằng phía sau cười như trẩy hội vại á,2,địt mẹ người ta ở tù mà bản mặt thằng phía sau cười như trẩy_hội vại á
Hết r :)),0,hết r
Gửi con ml nhung17 nhé =))),2,gửi con ml nhung17 nhé
Con gia nay sao ra duong duong xe no tong chet me duoi gam xe,2,con gia_nay sao ra duong xe no_tong chet me duoi gam xe
Như kiểu vừa ị đái xong quên kéo quần 🤣🤣 phong cách vl,0,như kiểu vừa ị đái xong quên kéo quần_phong_cách vãi lồn
Chuẩn,0,chuẩn
Thầy hỏi Ba thầy xem hồi còn trẻ có làm gì có lỗi với má thầy ko,0,thầy hỏi ba thầy xem hồi còn trẻ có làm_gì có lỗi với má thầy ko
con điên,2,điên con
Nhin mat con mu nay giong lu tau khua,2,nhin mat con nhin mu nay giong lu_tau khua
Chưa chiếu đã quảng cáo cmnr... lại cắt cmn hết để có thời gian đọc slogan,1,chưa chiếu đã quảng_cáo con mẹ nó rồi ... lại con mẹ nó hết để có thời_gian slogan
. ai khịa thầy là chetme đó nha,1,. ai chết thầy là khịa mẹ đó nha
Thằng này láo,2,thằng thằng này láo
Trần Đức Duy ơ vậy chổ ấy chắc hoang mang luôn,0,trần đức_duy_ơ vậy chổ ấy chắc hoang_mang luôn
Lê Nhật Khoa đem qua cmt bên Lộc sting :v,0,lê nhật_khoa đem qua cmt bên lộc sting
"Cái này đúng mà, Việt Nam! M có câu 1 ng làm quan cả họ được nhờ mà! Nhưng cái com mẹ quan bjo muốn nó khôn phải lấy bác hồ ra vả vào mặt nó mới khôn lên dc ko cả bố lẫn con đều ngu như nhau cả thôi",2,"cái này đúng mà , việt_nam ! m có câu 1 ng làm quan cả họ được nhờ mà ! nhưng cái com mẹ quan_bjo muốn nó khôn phải lấy bác hồ ra_vả vào mặt nó mới khôn lên dc ko cả bố lẫn con đều ngu như nhau cả thôi"
đeo kiểu đó có khác gì bảo tụi ăn cướp tao giàu lắm,0,đeo kiểu đó có khác gì bảo tụi ăn cướp tao giàu lắm
Duck Anh mày sv đó,2,duck anh mày sinh viên đó
Dù thế nào ông vẫn thức khuya phục vụ các cháu🤣🤣🤣,0,dù thế_nào ông vẫn thức khuya phục_vụ các cháu
đụ má coi ứa gan hong :),1,đụ má coi ứa gan hong
Bede ha j,0,bê đê ha j
Tiền bợ dái của thằng đăng bài là 2 xị. Nó đi ỉa xin vào bóc cứt ăn nữa để được trường sinh bất tử. Địt mẹ m thằng đăng bài!,2,tiền_bợ dái của thằng đăng bài là 2 xị . nó đi ỉa xin vào cứt ăn nữa để được trường_sinh bất_tử . địt mẹ m thằng đăng bài !
Bệnh nhân 17 ( cái nôi của sự lây bệnh ) 😐,2,bệnh_nhân 17 ( ) nôi của sự lây_bệnh cái
"GẦY lâu năm, Gầy kinh niên, ăn ngủ kém, cơ địa khó TĂNG_CÂN. Ib m tư vấn, 100%",0,"gầy lâu năm , gầy kinh_niên , ăn_ngủ kém , cơ_địa khó tăng_cân . ib m tư_vấn , 100 %"
Tyle Tyle mụ nghĩa chứ ai nữa kkk,0,tyle tyle mụ_nghĩa chứ ai nữa k
Co ba lon ve khi du no banh xac,2,co ba lon_ve khi du_no banh xac
